"n","rel","B","seed","a1","a2","a3","a4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.5,80,7000001,-1,0,1,2,0.535799004682244,0.624820514235702,0.680473161042518,0.244911983502665,0.124839481310307,0.578156350885811,0.794855820887476,-3.82732360638621,0.0323463776650848,0.0163644430752764,0.0219119116305431,0.0842716548964495,0.683757298541319,0.11516334084542,0.210046928892332,3.20611718693235,0.033305391499062,0.0172453952369844,0.0246136758121465,0.0866709407261289,0.756516902282041,0.192390200745937,0.356147359515443,5.4633958212279
8000,0.5,80,7000001,-1,0,1,2,0.611769895834961,0.609536363864567,0.652170569352163,0.406522262079806,1.32698857480261,0.488104006416098,0.785466936642069,-1.28423633463294,0.0139615088050665,0.00575273964051303,0.00738165341387679,0.0242441858464359,0.477069683650754,0.0894965390732077,0.110425818576206,0.885528930407293,0.0139602956127597,0.00585020270069594,0.00753745385017258,0.0242901101744861,1.0871164108862,0.214541980948919,0.246622127919871,1.61770667191559
800,0.555555555555556,80,7000001,-1,0,1,2,0.542590507647552,0.616049328246806,0.687764986897151,0.157286469975786,0.504912927923183,0.558908147639384,0.766764292932911,-2.49220321974893,0.0367234155477427,0.0169600738955895,0.0212021418062491,0.0918411985341499,0.459733811249907,0.0706194814792382,0.111551217021595,1.30287926844233,0.0374418809080205,0.018331499080361,0.0242062667069419,0.0953902476403433,0.538648142346247,0.142540085685436,0.20196112484665,2.29527686427323
8000,0.555555555555556,80,7000001,-1,0,1,2,0.628223637340413,0.601340113206385,0.662909550832897,0.334421471681768,1.4225498198884,0.475445812292428,0.795647005690252,-1.33041740409738,0.0167088769321572,0.00611314951642675,0.00789647550273731,0.0299695682210394,0.381503696196227,0.0675003867971112,0.0814013887643491,0.663509445611265,0.016718000609458,0.00627124509428324,0.00812114872629569,0.0301266009474409,0.649021814023353,0.122709564265594,0.140156106672259,0.97653932996386
800,0.611111111111111,80,7000001,-1,0,1,2,0.562052431960004,0.605621773034618,0.695029685736431,0.0608936897551831,0.734450762990987,0.543208714952901,0.759512098515151,-1.90650809490678,0.0442011553230554,0.0174492991729357,0.0203505223005015,0.09720650814722,0.427621757724406,0.0540353367124146,0.0752207042270915,0.744863502590923,0.0455557067091354,0.0192274240466145,0.0234771266779908,0.101901395606348,0.584592947175633,0.122467104956893,0.14844125966713,1.3543184852695
8000,0.611111111111111,80,7000001,-1,0,1,2,0.656349131730717,0.591449080974471,0.674563087461348,0.243907614024602,1.46067640839791,0.471287536077846,0.796604675218908,-1.31876293785882,0.0198361651570506,0.0064546540295379,0.00827360702080964,0.0360095903516706,0.280837299295789,0.0472355587177939,0.0560080544839111,0.469227285132486,0.019903383397599,0.00667775204606017,0.00856606595299429,0.0363456879569329,0.395523313232043,0.0717180731724589,0.0815173096381255,0.603875149114738
800,0.666666666666667,80,7000001,-1,0,1,2,0.597122246802439,0.59366848407077,0.702455082837295,-0.0445921694503125,0.908874950628798,0.529394272767125,0.759026339818277,-1.58178147654968,0.0537867696081201,0.0176511251999943,0.0194041723036496,0.100310125291868,0.402972180767407,0.0454762497281968,0.0566257263336385,0.503992740548197,0.0564770011261357,0.019641771826065,0.0224159459085347,0.105956044734995,0.604242010267184,0.110865449033786,0.121783249568418,0.939018205372608
8000,0.666666666666667,80,7000001,-1,0,1,2,0.698488910726461,0.580022374011496,0.686916583918755,0.132880523903519,1.46273813911985,0.472096241163855,0.792607504060008,-1.27782435067615,0.0230899817063578,0.00668699465095312,0.00841264476988561,0.0416837993450157,0.198508992705152,0.0317254206218389,0.0371314794289638,0.322532131937965,0.0232724924734165,0.00696562827174728,0.00875795293721276,0.0422513853508121,0.246305238511937,0.0425383330068352,0.0481708169949299,0.38061843469537
800,0.722222222222222,80,7000001,-1,0,1,2,0.650857921476787,0.58034743106173,0.710206605328621,-0.159955229567872,1.04788847907948,0.517886607858283,0.760555028522795,-1.37652013942394,0.0633388104382152,0.0174357408837722,0.0184032840854074,0.101284955451925,0.355881654339909,0.0382912094393517,0.0443047830702565,0.370823412602562,0.067448402212038,0.0193911567153404,0.02105780938964,0.107541817583184,0.582029951703576,0.100120293688249,0.103519818065211,0.703513909096893
8000,0.722222222222222,80,7000001,-1,0,1,2,0.756570597168868,0.56728701017257,0.699687011760996,-0.000280818599446931,1.44503623868101,0.475381149059323,0.7864404961667,-1.22563417074575,0.0260077356476034,0.00672239564965014,0.00823512334619583,0.0460796744574753,0.138093147359133,0.020893846087201,0.024186318739639,0.218837578308131,0.0263413498754194,0.00703193296581113,0.00860379096279595,0.0468858237293915,0.157261400320029,0.0255862980427625,0.0288726267366662,0.24381301164229
