"n","rel","B","seed","a1","a2","a3","a4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.5,80,2000001,-1,0,1,2,0.555127795750174,0.603484697276162,0.620340785622582,0.402556834790346,0.552383744854464,0.576896606492208,0.61742136077436,-0.126505408400589,0.0294293929278053,0.0161065283599293,0.0165081707967959,0.0436445427686093,0.124892672351439,0.039516001379907,0.0447330288602429,0.298384252405951,0.0298916018964671,0.0167024173525285,0.0167890827971624,0.0439599929253515,0.154376185592083,0.100474267728984,0.0976789625489824,0.394431084240162
8000,0.5,80,2000001,-1,0,1,2,0.614546651568235,0.610713448450982,0.645281489158777,0.40630193139504,1.09315355650119,0.553912043411506,0.659336527719905,-0.775291504029145,0.0150733990580406,0.00651709703606613,0.00690012935740104,0.0237185990821366,0.287711908690821,0.0464090968415035,0.036756642891892,0.45189966437988,0.0150865463437559,0.00663200080111682,0.00707101017981978,0.0238100859113174,0.350839907641438,0.0599007397389155,0.0467064703525165,0.517284681222949
800,0.555555555555556,80,2000001,-1,0,1,2,0.557079566250118,0.599451884871762,0.623588662800733,0.354695901009232,0.594870067235989,0.571101035546603,0.625808375608202,-0.175951680829938,0.0350254934291009,0.0163609373262073,0.0168387671631698,0.0487444151350855,0.137860724997953,0.0341986075840907,0.0392242912096931,0.285724671315922,0.0359116579263952,0.0170340306352143,0.0172036900361038,0.0491515706911163,0.206828581653074,0.0946616645413115,0.0930085811435308,0.403351458382901
8000,0.555555555555556,80,2000001,-1,0,1,2,0.626956309423822,0.603549371902867,0.654760749893484,0.331923101880977,1.18958567973724,0.525651620801494,0.691841961291922,-0.991298543522872,0.0182901155069913,0.00684563877002771,0.00707178794523233,0.0289912265018696,0.256084792643291,0.0413472754115486,0.0351286720360284,0.431807058651225,0.0183308339998757,0.00697667332474344,0.00725316714160276,0.0291815499335773,0.298380886194424,0.0511164829012459,0.042858833347426,0.486246471547224
800,0.611111111111111,80,2000001,-1,0,1,2,0.565157453867547,0.594099713834636,0.627805459608456,0.297636566628639,0.649725863072852,0.563241061873979,0.635775663556319,-0.232787103644908,0.0419684347019367,0.0165875242103967,0.0172158659675102,0.0546758089863515,0.153777995080379,0.0311158516478147,0.0357241916341955,0.276777520708197,0.0432810227716274,0.0174428922519837,0.0178435897556338,0.0554536705106947,0.26397998681643,0.0920540582464678,0.0910755964510101,0.41763235432095
8000,0.611111111111111,80,2000001,-1,0,1,2,0.64913373056297,0.594639574525897,0.665212834930322,0.238535224069627,1.2534948356572,0.505613659553906,0.71746327678807,-1.14082144624528,0.021875746642233,0.0070997458725049,0.00715613407012066,0.034387828456416,0.212368522264701,0.0336264562930223,0.0301848128941705,0.368507533884227,0.0219715263019106,0.00723918798290995,0.00733493021794353,0.0346797550188342,0.237201154229705,0.0397733436697871,0.0352515955298439,0.405319225889806
800,0.666666666666667,80,2000001,-1,0,1,2,0.582254806737784,0.587149167096621,0.633325782723622,0.228443046834967,0.717899977675403,0.553581723649757,0.647230260268334,-0.299243615467687,0.0500190380046144,0.0167562559126922,0.0175888698821608,0.0618964676777997,0.168616450672423,0.0291942640524461,0.0332610837434592,0.269474223422892,0.0517959893061882,0.0180012440087086,0.0187261615180307,0.0637416551203407,0.317437452154067,0.0906269314757423,0.090142003427115,0.434705821937301
8000,0.666666666666667,80,2000001,-1,0,1,2,0.683570197556919,0.58404231479856,0.676542896268813,0.123935125550279,1.28862764810177,0.493526534572245,0.735258818469841,-1.22092171039669,0.0254980488154528,0.00722429078562307,0.00713240385506682,0.0393898266955075,0.167038856697167,0.0253796854342938,0.0237772579545637,0.288783683352342,0.0256662476724456,0.00736441682589323,0.0072975360980189,0.0397689283607859,0.180167929384544,0.0288509690234404,0.0266874282650768,0.310469999746827
800,0.722222222222222,80,2000001,-1,0,1,2,0.612473635860069,0.57822517248533,0.640589430754738,0.142737078170066,0.799160981788623,0.542327634791213,0.660104200587857,-0.377409222098728,0.0587279038092195,0.0168339725580229,0.0178817524955078,0.0708268574312654,0.178579684627923,0.0277127221743621,0.0311570841443217,0.261372375025439,0.0613685471677877,0.0187662955809553,0.0198102840502894,0.0750043880290105,0.359799918825054,0.0887061817231814,0.0886590502749914,0.44966563517718
8000,0.722222222222222,80,2000001,-1,0,1,2,0.732710247366491,0.571879682434036,0.688599704114305,-0.0135810371583192,1.30240892726866,0.487758376346381,0.746152023311236,-1.24496555557477,0.0286347301053053,0.00716463999178826,0.00698121964058744,0.04336557873615,0.126809123428319,0.0182159588961028,0.0176716546632659,0.213188824440153,0.0288787587893507,0.00729921834276952,0.00712622826577676,0.0438091112847579,0.133283049990594,0.0200370005693142,0.019188815972557,0.224924500698387
