"n","rel","B","seed","a1","a2","a3","a4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.5,80,3000001,-1,0,1,2,0.634441079019876,0.601719211592888,0.625908596439219,0.431066465022347,0.90973624855398,0.254957091440015,1.00526806385729,-2.66516064266593,0.0529419223501117,0.0166618851974521,0.019937521118622,0.0478059278516093,0.850870387303807,0.589820845690934,0.681810941382381,4.22690244343247,0.0536677866669618,0.0171368002515145,0.0205291774405419,0.048284516947561,1.2259620703522,1.24102371414836,1.37449834620855,8.88029206004968
8000,0.5,80,3000001,-1,0,1,2,0.640092700224521,0.611569224524004,0.652915281462739,0.424310499014031,1.34962000945085,0.486385869982009,0.788782543897691,-1.09683297399774,0.0150729655750634,0.00591743587922122,0.00634429180182449,0.019245336217929,0.328858032437424,0.0669489329252357,0.0794702374526449,0.582799521710796,0.0150889956437997,0.00596078963272512,0.00640860718006186,0.019261564661682,0.432584079116832,0.0927486062976657,0.106731688318768,0.727555466614564
800,0.555555555555556,80,3000001,-1,0,1,2,0.642879467424366,0.596968466805573,0.635013316067212,0.367618047157272,0.958578839916535,0.365389606952116,0.879652932970431,-1.84318387310454,0.0620954089202804,0.0171045268427785,0.0197925071302265,0.0552074740259463,0.535342071056038,0.22017335241344,0.257030555192076,1.64245243235648,0.0631922961750754,0.0176619274206549,0.0203835167998785,0.0561016772654718,0.814952597597803,0.513204652757724,0.560183179472436,3.66344798195616
8000,0.555555555555556,80,3000001,-1,0,1,2,0.657209015302823,0.605284645085575,0.662012795683074,0.356058514251338,1.28287610047849,0.502322912529511,0.76859253634687,-1.01210072229089,0.0178510571600714,0.0059912273551485,0.00641001342912287,0.0228138691331002,0.213476009735018,0.0395449051035013,0.0467886443063273,0.375952340760097,0.0178782622957133,0.00604570794888847,0.00648720023980716,0.0228709373217282,0.251317033811869,0.049685332356553,0.0572602305340855,0.432570366429288
800,0.611111111111111,80,3000001,-1,0,1,2,0.656328003401573,0.589900238816435,0.646112157604558,0.284733719932411,0.993528553960179,0.407345105562852,0.83252602636941,-1.54343475220857,0.0714222435048135,0.0174227864108487,0.0193924276181941,0.0640117333097064,0.392411109547644,0.116874628891039,0.137532421433285,0.952446712318394,0.0729885364029637,0.0180249324268943,0.0199380960255179,0.065246601510606,0.584464862111214,0.273474184506696,0.295498893758855,1.98441971773462
8000,0.611111111111111,80,3000001,-1,0,1,2,0.682775389503578,0.597745915118434,0.671711078334317,0.270795013757647,1.25309389160914,0.509105404689381,0.759295500684637,-0.980120783035841,0.0207681985290367,0.0060271046052843,0.0064314358042868,0.0265604871495973,0.155200346982753,0.0261577250706614,0.0307673728078487,0.26645446980663,0.0208158716855911,0.00609318109782304,0.00652129140944279,0.0266768535936778,0.172188968015687,0.0310668136408832,0.0357362678037605,0.293910268878224
800,0.666666666666667,80,3000001,-1,0,1,2,0.677542045003765,0.580097355670604,0.659497062527534,0.177312632990869,1.02712490950998,0.427325219263977,0.810561107079708,-1.40981341098861,0.0800843312449577,0.0174860977134917,0.0187607479895923,0.075548078964648,0.305783458710255,0.073081171623571,0.086227540833833,0.669553897599724,0.0821401756126999,0.0181112096162544,0.0192525757110625,0.0770834787370157,0.475413664644264,0.186947443939002,0.199846421417485,1.37246511944957
8000,0.666666666666667,80,3000001,-1,0,1,2,0.718473247571133,0.58892899727637,0.681985165882011,0.166207444605044,1.24077761908287,0.511693447048113,0.75496625186764,-0.971057376407807,0.0237075368379723,0.00602104623676731,0.00639569435006219,0.0302670184217743,0.120033760735656,0.0184655493045243,0.0215110334331907,0.197840673378903,0.0237856252649541,0.00609786063167079,0.00649607427345087,0.030459729493151,0.128513467559501,0.0210844247586986,0.0241118922298913,0.212643892933286
800,0.722222222222222,80,3000001,-1,0,1,2,0.71020103756429,0.567140077311743,0.67541510377865,0.0394395553438521,1.06166906709878,0.437937015999996,0.799298110947596,-1.34564207717042,0.0868436167507229,0.0172472155396822,0.0180207923049493,0.0915459781463802,0.244453156855125,0.0502714380401697,0.0590293051469737,0.520581160258482,0.0893018666870388,0.0179522609105729,0.0185671270009726,0.0937907301695304,0.354312377619393,0.116851240430457,0.124002655173525,0.91142172453434
8000,0.722222222222222,80,3000001,-1,0,1,2,0.766142426883113,0.578787837032997,0.692814313835438,0.0398307190182724,1.2377641051136,0.512144171388951,0.753158631472478,-0.972823673307575,0.0265416944622659,0.00596911517059583,0.00629340168982659,0.0336378647252489,0.0960318621386921,0.013607128695249,0.0156243691146361,0.150149120234135,0.0266587735631381,0.00605380357541967,0.00639955954133269,0.0339176588788591,0.10050968913631,0.0150588013562012,0.017038246466932,0.158551800764837
