"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.01,80,7000001,3,0.310569863338876,0.30912216176379,0.310782413290493,0.0271557203881869,0.0267080693896207,0.0270824797901274,0.027717077667263,0.0272361875168263,0.0276311822641768
8000,0.01,80,7000001,3,0.324582800308557,0.32219969346708,0.323794003921424,0.00873041879782703,0.00865655995067155,0.00876656868812908,0.00874310749347796,0.00866887464609515,0.00877929462121272
800,0.12,80,7000001,3,0.310569863338876,0.295504039276096,0.311902521511524,0.0271557203881869,0.0247100582270697,0.0287794565179421,0.027717077667263,0.0251266201341651,0.0293816975707168
8000,0.12,80,7000001,3,0.324582800308557,0.306637549198689,0.322290211292512,0.00873041879782703,0.00808938059705908,0.00927084845494249,0.00874310749347796,0.00809885009943301,0.0092843791319729
800,0.23,80,7000001,3,0.310569863338876,0.285756564878646,0.313012351249843,0.0271557203881869,0.0234532791271065,0.0312879654837353,0.027717077667263,0.0238096432598194,0.0319813338626841
8000,0.23,80,7000001,3,0.324582800308557,0.29608373722285,0.321803874002347,0.00873041879782703,0.00767541159436502,0.00978493216753469,0.00874310749347796,0.00768297639107566,0.00979922112684621
800,0.34,80,7000001,3,0.310569863338876,0.278371766334174,0.314718624322985,0.0271557203881869,0.0225145888728949,0.0355879290862414,0.027717077667263,0.0228212650115074,0.0364205894701614
8000,0.34,80,7000001,3,0.324582800308557,0.2882345548499,0.321631904890793,0.00873041879782703,0.00735298470295468,0.0103163712017473,0.00874310749347796,0.00735919392721598,0.010331447093399
800,0.45,80,7000001,3,0.310569863338876,0.272555049650767,0.173056242682837,0.0271557203881869,0.0217771939516838,0.0166770489750243,0.027717077667263,0.0220407554335275,0.0197925533017543
8000,0.45,80,7000001,3,0.324582800308557,0.28214730722749,0.321669426093864,0.00873041879782703,0.00709419620338402,0.0108848392309618,0.00874310749347796,0.00709940111006581,0.0109008363068573
800,0.56,80,7000001,3,0.310569863338876,0.267842720360438,0.324407216563498,0.0271557203881869,0.0211800260337483,0.0281380838844762,0.027717077667263,0.0214064767120367,0.0305319464509971
8000,0.56,80,7000001,3,0.324582800308557,0.277284761340455,0.321907250553344,0.00873041879782703,0.00688193249808284,0.0115439593229398,0.00874310749347796,0.0068863696044291,0.0115612723530687
800,0.67,80,7000001,3,0.310569863338876,0.263941785345946,0.318270112652755,0.0271557203881869,0.0206854021283508,0.0294458647978614,0.027717077667263,0.0208802417459172,0.0326606770078671
8000,0.67,80,7000001,3,0.324582800308557,0.273310515522111,0.32248832821942,0.00873041879782703,0.00670476888692618,0.0126630915855965,0.00874310749347796,0.00670860407473162,0.012684006328289
800,0.78,80,7000001,3,0.310569863338876,0.260656366188552,0.300037514478766,0.0271557203881869,0.0202682935106256,0.0299426755670307,0.027717077667263,0.0204363501793605,0.034513426988454
8000,0.78,80,7000001,3,0.324582800308557,0.270001645695867,0.307184600489923,0.00873041879782703,0.00655472887083929,0.00783844341993761,0.00874310749347796,0.00655808235248695,0.00806976051048822
800,0.89,80,7000001,3,0.310569863338876,0.257849842712891,0.3168446309692,0.0271557203881869,0.0199113211702405,0.0359239896967223,0.027717077667263,0.0200567069566978,0.0430805891775419
8000,0.89,80,7000001,3,0.324582800308557,0.26720420443174,0.321602072992422,0.00873041879782703,0.00642606786981208,0.00851716858790785,0.00874310749347796,0.0064290291257507,0.00896264104486184
800,1,80,7000001,3,0.310569863338876,0.255423701939922,0.32408102358588,0.0271557203881869,0.0196020138869562,0.0448140168672019,0.027717077667263,0.0197281724047571,0.0579728008470757
8000,1,80,7000001,3,0.324582800308557,0.264808357253247,0.318202560671928,0.00873041879782703,0.00631454560329973,0.00890531493055595,0.00874310749347796,0.00631718274487869,0.009152401694253
