"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.01,80,5000001,3,0.346637495335379,0.34650886233148,0.348236341107963,0.0284470317554629,0.0285930840996702,0.0289866864520459,0.0287143256073988,0.0289182562340116,0.0293223676527968
8000,0.01,80,5000001,3,0.339507202861544,0.335398489677556,0.337207142169641,0.00890666979150039,0.00879594892127873,0.0089084697967897,0.00892083260959901,0.008809637700245,0.00892257427030308
800,0.12,80,5000001,3,0.346637495335379,0.334929638872594,0.354529550826953,0.0284470317554629,0.0271703469724122,0.0322528494361249,0.0287143256073988,0.027577217610774,0.0329521920921747
8000,0.12,80,5000001,3,0.339507202861544,0.314132635555369,0.330851549376614,0.00890666979150039,0.00810724579579736,0.00925690944217323,0.00892083260959901,0.00811757655317076,0.00927159984803986
800,0.23,80,5000001,3,0.346637495335379,0.324867337625513,0.359979445035744,0.0284470317554629,0.0256813563663718,0.0355745086536917,0.0287143256073988,0.0260503879451719,0.0366262104798907
8000,0.23,80,5000001,3,0.339507202861544,0.300831589078621,0.327075441601675,0.00890666979150039,0.00764238856840094,0.00961402660032665,0.00892083260959901,0.00765053553866658,0.00962944029459412
800,0.34,80,5000001,3,0.346637495335379,0.316721549033618,0.36526100175931,0.0284470317554629,0.0244645336079491,0.0385019995340944,0.0287143256073988,0.0247822969959262,0.0398224124100016
8000,0.34,80,5000001,3,0.339507202861544,0.291298075774171,0.324026665034525,0.00890666979150039,0.00729211973969578,0.00995811368677329,0.00892083260959901,0.00729873560082426,0.00997428323578729
800,0.45,80,5000001,3,0.346637495335379,0.310082973919046,0.368671088604044,0.0284470317554629,0.0234899933135042,0.0361260835222769,0.0287143256073988,0.0237619569666095,0.0379891555563517
8000,0.45,80,5000001,3,0.339507202861544,0.284090238829924,0.321395652056616,0.00890666979150039,0.00701615538392518,0.0102911378957859,0.00892083260959901,0.00702164337779473,0.0103080993567232
800,0.56,80,5000001,3,0.346637495335379,0.304600553744126,0.378694119456501,0.0284470317554629,0.0227006160600013,0.0213127958540868,0.0287143256073988,0.0229348346287324,0.0211049353103471
8000,0.56,80,5000001,3,0.339507202861544,0.278443274541144,0.319055523043204,0.00890666979150039,0.00679246448530325,0.0106163453004912,0.00892083260959901,0.00679709288573816,0.0106341524134088
800,0.67,80,5000001,3,0.346637495335379,0.300011141391899,0.315680581857959,0.0284470317554629,0.0220500418944141,0.0114398525821616,0.0287143256073988,0.0222536281536052,0.0441605261001758
