"n","vare","B","seed","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","OG. 1","OG. 2","OG. 3","OG. 4","OG. 5","OG. 6","OG. 7","OG. 8","OG. 9","OG.10","OG.11","OG.12","OG.13","OG.14","OG.15","OG.16","OG.17","OG.18","OG.19","OG.20","NG. 1","NG. 2","NG. 3","NG. 4","NG. 5","NG. 6","NG. 7","NG. 8","NG. 9","NG.10","NG.11","NG.12","NG.13","NG.14","NG.15","NG.16","NG.17","NG.18","NG.19","NG.20","RG. 1","RG. 2","RG. 3","RG. 4","RG. 5","RG. 6","RG. 7","RG. 8","RG. 9","RG.10","RG.11","RG.12","RG.13","RG.14","RG.15","RG.16","RG.17","RG.18","RG.19","RG.20","SG. 1","SG. 2","SG. 3","SG. 4","SG. 5","SG. 6","SG. 7","SG. 8","SG. 9","SG.10","SG.11","SG.12","SG.13","SG.14","SG.15","SG.16","SG.17","SG.18","SG.19","SG.20","CG. 1","CG. 2","CG. 3","CG. 4","CG. 5","CG. 6","CG. 7","CG. 8","CG. 9","CG.10","CG.11","CG.12","CG.13","CG.14","CG.15","CG.16","CG.17","CG.18","CG.19","CG.20"
800,0.09,80,4000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.28804442160234,0.972936006927474,0.746452428520431,0.596721495149961,0.511871015584806,0.480028798593712,0.489322652945423,0.527880387408683,0.583829810752237,0.64529873174483,0.700414959155205,0.737306301752107,0.74410056830428,0.70892556758047,0.619909108349419,0.465178999379873,0.232863049440577,-0.0889109326997264,-0.512015138272292,-1.04832175850838,0.71596241454246,0.624630700146246,0.56548802079142,0.533762001921397,0.524680268979588,0.53347044740941,0.555360162654274,0.585577040157595,0.619348705362788,0.651902783713265,0.67846690065244,0.694268681623728,0.694535752070542,0.674495737436295,0.629376263164402,0.554404954698277,0.444809437481333,0.295817336956984,0.102656278568644,-0.139446112240274,1.25754273669643,0.976541474349114,0.77417634179725,0.639591584543459,0.561931448090358,0.530340177940564,0.533962019596693,0.561941218561363,0.60342202033719,0.647548670426791,0.683465414332783,0.700316497557782,0.687246165604406,0.633398663975271,0.527918238172994,0.359949133700191,0.118635596059481,-0.206878129246522,-0.627447796715199,-1.15392916084394,0.868045568260665,0.695995834246762,0.580187048622369,0.512502534726144,0.484825615896745,0.48903961547283,0.517027856793058,0.560673663196086,0.611860358020573,0.662471264605177,0.704389706288556,0.729499006409369,0.729682488306273,0.696823475317926,0.622805290782988,0.499511258040116,0.318824700427968,0.072628941285202,-0.247192696049523,-0.648756888237549,1.07462683629554,0.816241041453557,0.637144901437064,0.5261684051697,0.47214154157511,0.463894299576936,0.490256668098821,0.54005863606441,0.602130192397344,0.665301326021268,0.718402025859824,0.750262280836656,0.749712079875407,0.70558141189972,0.606700265833238,0.441898630599605,0.200006495122464,-0.130146151674542,-0.55972932086777,-1.09991302353358
8000,0.09,80,4000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25461081047088,0.944085942334567,0.722089000261406,0.576762304065421,0.496248173560636,0.468688928561071,0.48222688888075,0.525004374333693,0.585163704733922,0.65084719989546,0.710197179632328,0.751355963758548,0.762465872088142,0.731669224435131,0.647108340613539,0.496925540437385,0.269263143720693,-0.0477365297225159,-0.46593116007822,-0.997178427532397,0.868108091435326,0.725204864615397,0.625033472906525,0.561837380293889,0.529860050762672,0.523344948298053,0.536535536885216,0.56367528050934,0.599007643155606,0.636776088809197,0.671224081455292,0.696595085079074,0.707132563665722,0.697079981200419,0.660680801668346,0.592178489054684,0.485816507344613,0.335838320523315,0.136487392575972,-0.117992812512237,1.49199960460055,1.13751835474601,0.876236456380712,0.695973739383249,0.584550033632214,0.5297851690062,0.519498975383801,0.54151128264361,0.583641920664221,0.633710719324226,0.67953750850222,0.708942118076795,0.709744377926546,0.669764117930065,0.576821167965946,0.418735357912782,0.183326517649167,-0.141585522946306,-0.568180933995044,-1.10863988561845,1.12282696997538,0.875317463875963,0.69751424965757,0.58025985231475,0.51439679684205,0.490767608234023,0.500214811485217,0.533580931590183,0.581708493543471,0.63544002233963,0.68561804297321,0.723085080438761,0.738683659730834,0.723256305843977,0.667645543772742,0.562693898511677,0.399243895055333,0.16813805839826,-0.139781086464993,-0.533671014539875,1.33102119244232,1.01388653028989,0.782276743629031,0.625182892723791,0.531596037838214,0.490507239236348,0.490907557182237,0.52178805193993,0.572139783773473,0.630953812946911,0.687221199724292,0.729933004369662,0.748080287147068,0.730654108320555,0.66664552815417,0.545045606911961,0.354845404857972,0.0850359822562512,-0.275391600629155,-0.737446283534201
800,0.09,80,4000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25701358628505,0.949943229082573,0.7305665561379,0.587085311691954,0.507701239985656,0.480616085259931,0.4940315917557,0.536149503713887,0.595171565375413,0.659299520981202,0.716735114772176,0.755680090989257,0.764336193873369,0.730905167665434,0.643588756606374,0.490588704937112,0.260106756898571,-0.0596553432683264,-0.480495851322658,-1.0142130230235,0.836931560128404,0.699008234240103,0.604137929124745,0.546417314622058,0.519943060571774,0.518811836813619,0.537120313187324,0.568965159532618,0.60844304568923,0.649650641496888,0.686684616795323,0.713641641424262,0.724618385223436,0.713711518032573,0.675017709691403,0.602633630039654,0.490655948917056,0.333181336163338,0.124306461618228,-0.141872004878543,1.4245048686587,1.084854218596,0.836517581439478,0.667446946165263,0.56559430174948,0.518911637168251,0.515350941397702,0.542864203413954,0.589403412193134,0.642920556711363,0.691367625944767,0.722696608869469,0.724859494461592,0.685808271697261,0.5934949295526,0.435871457003732,0.200889843026782,-0.123497923402128,-0.549339853306874,-1.08868395771133,1.07042248261933,0.814346353317511,0.635243501558912,0.522668489170181,0.466175877977969,0.455320229808929,0.479656106489713,0.528738069846973,0.592120681707361,0.65935850389753,0.72000609824413,0.763618026573815,0.779748850713236,0.757953132489046,0.687785433727897,0.55880031625644,0.360552341901329,0.0825960724892145,-0.285513930153251,-0.754223104199416,1.4339918195974,1.01969218623164,0.725635220122884,0.535574577152379,0.433263913201373,0.402456884151112,0.426907145882844,0.490368354277818,0.576594165217281,0.669338234582481,0.752354218254666,0.809395772115082,0.824216552044979,0.780570213925604,0.662210413638205,0.452890807064029,0.136365050084325,-0.303613201419661,-0.88329029156668,-1.61891256447548
8000,0.09,80,4000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.2751270062037,0.968055654230273,0.748285012014852,0.604104430650779,0.523803261231398,0.495670854850055,0.507996562600092,0.549069735574855,0.607179724867688,0.670615881571935,0.72766755678094,0.766624101588047,0.775774867086601,0.743409204369946,0.657816464531426,0.507285998664386,0.280107157862169,-0.0354307067818793,-0.451038244174416,-0.978426103222096,0.868615735678064,0.744089168436103,0.65650014076716,0.600840858493026,0.572103527435493,0.565280353416353,0.575363542257396,0.597345299780414,0.626217831807199,0.656973344159541,0.684604042659233,0.704102133128064,0.710459821387828,0.698669313260315,0.663722814567317,0.600612531130625,0.504330668772029,0.369869433313323,0.192221030576296,-0.0336223336172586,1.41707095858114,1.10815429371203,0.879902396191075,0.721750966640015,0.62313570568059,0.573492313934541,0.562256492023608,0.578863940569534,0.612750360194058,0.653351451518923,0.690102915165868,0.712440451756635,0.709799761912966,0.6716165462566,0.58732650540928,0.446365339992746,0.238168750628739,-0.0478275620609999,-0.42218789745473,-0.895476554930709,1.09552482759129,0.880107670468681,0.724757089760504,0.621560713854837,0.562606171139762,0.539981090003358,0.545773098833705,0.572069826018882,0.61095889994697,0.654527949006048,0.694864601584197,0.724056486069495,0.734191230850024,0.717356464313862,0.66563981484909,0.571128910843787,0.425911380686033,0.222074852763908,-0.0482930445345074,-0.393104682821134,1.26797021294749,0.996105950191537,0.796959705198792,0.661144917390866,0.579275026189376,0.541963471015936,0.539823691292162,0.563469126439669,0.603513215880074,0.65056939903499,0.695251115326034,0.728171804174821,0.739944905002966,0.721183857232085,0.662502100283793,0.554513073579705,0.387830216541437,0.153066968590604,-0.159163230851178,-0.558246942362295
800,0.09,80,4000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.2932264897682,0.972884655801712,0.743523048782877,0.592933613346639,0.508908294127935,0.479239035761704,0.491717782882883,0.534136480126411,0.594287072127226,0.659961503520266,0.718951718940469,0.759049663022773,0.768047280402116,0.733736515713437,0.643909313591672,0.486357618671762,0.248873375588642,-0.0807514710227475,-0.51472497652747,-1.06525519629059,0.743028012379292,0.65085018181131,0.589543229319238,0.554646982354163,0.541701268367168,0.546245914809341,0.563820749131766,0.589965598785528,0.620220291221714,0.650124653891408,0.675218514245696,0.691041699735663,0.693134037812395,0.677035355926978,0.638285481530496,0.572424242074035,0.474991465008681,0.341526977785518,0.167570607855633,-0.0513378173298898,1.21781826634764,0.956387617453051,0.767704659095384,0.641807551950092,0.568734456692629,0.538523533998446,0.541212944542999,0.56684084900174,0.605445408050123,0.6470647823636,0.681737132617625,0.699500619487652,0.690393403649133,0.644453645777523,0.551719506548273,0.402229146636838,0.186020726718671,-0.106867592530775,-0.486397650436047,-0.96253128632169,0.929345385181074,0.746389708995314,0.619870701248307,0.541941243654604,0.504754217928757,0.500462505785318,0.52121898893884,0.559176549103874,0.606488067994972,0.655306427326686,0.697784508813568,0.72607519417017,0.732331365111044,0.708705903350742,0.647351690603816,0.540421608584818,0.3800685390083,0.158445363588813,-0.13229503595909,-0.499999777920858,1.33300551564027,0.983932386280801,0.733995818280321,0.570006739429537,0.478776077519156,0.447114760339884,0.461833715682428,0.509743871337494,0.577656155095787,0.652381494748015,0.720730818084883,0.769515052897098,0.785545126975366,0.755631968110394,0.666586504092887,0.505219662713551,0.258342371763095,-0.0872344409677776,-0.54469984768836,-1.12724292060794
8000,0.09,80,4000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.22802798986359,0.928347875519363,0.715142656295983,0.576746777967518,0.501494686308034,0.477720827091598,0.493759646092276,0.537945589084132,0.598613101841234,0.664096630137646,0.722730619747435,0.762849516444666,0.772787766003406,0.740879814197719,0.655460106801673,0.504863089589332,0.277423208334763,-0.0385250911879697,-0.454647363204798,-0.982609161941659,0.800049738824603,0.68351741861277,0.604252561110818,0.557043654344063,0.536679186337822,0.537947645117411,0.555637518708146,0.584537295135343,0.619435462424318,0.655120508600387,0.686380921688866,0.708005189715072,0.714781800704321,0.701499242681928,0.662946003673211,0.593910571703484,0.489181434798064,0.343547080982268,0.15179599828141,-0.0912833252791913,1.32696272090598,1.02742077009108,0.80954219733855,0.662379901760253,0.57498678246804,0.536415738573766,0.535719669189282,0.561951473426445,0.604164050397106,0.65141029921312,0.692743118986341,0.717215408828623,0.713880067851819,0.671789995167782,0.579998089888368,0.42755725112543,0.203520377990821,-0.103059630403605,-0.503129874945995,-1.00763745652449,1.02052924458041,0.803548322280186,0.651240179751263,0.554825991632605,0.505526932563177,0.494564177181944,0.513158900127873,0.552532276039929,0.603905479557077,0.658499685318284,0.707536067962514,0.742235802128734,0.753820062455909,0.733510023583005,0.672526860148987,0.562091746792821,0.393425858153473,0.157750368869908,-0.153713546418909,-0.549744713074011,1.26781271941617,0.963585927241602,0.74466071572491,0.59976711366354,0.51763514985494,0.48699485309656,0.496576252185848,0.535109375920255,0.591324253097229,0.653950912514219,0.711719382968675,0.753359693258046,0.76760187217978,0.743175948531328,0.668811951110138,0.53323990871366,0.325189850139342,0.0333918041846341,-0.353424200353014,-0.846528134676155
800,0.09,80,4000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26357967063837,0.942016849202352,0.711954729178698,0.561145960280596,0.477343192221233,0.448299074713793,0.461766257471465,0.505497390207434,0.567245122634888,0.634762104467011,0.69580098541699,0.738114415198013,0.749455043523265,0.717575520105933,0.630228494659203,0.475166616896262,0.240142536530295,-0.0870910967255106,-0.518781633157968,-1.06717642305389,0.755294795529623,0.649337361080304,0.577819709950637,0.535845520779519,0.518518472205848,0.520942242868521,0.538220511406437,0.565456956458492,0.597755256663585,0.630219090660614,0.657952137088475,0.676058074586067,0.679640581792288,0.663803337346035,0.623650019886205,0.554284308051698,0.450809880481409,0.308330415814237,0.12194959268908,-0.113228910255166,1.24629123876344,0.967259326303292,0.765501251725958,0.630440774030457,0.551501652215803,0.518107645281014,0.519682512225104,0.545650012047089,0.585433903745984,0.628457946320805,0.664145898770568,0.681921520094288,0.67120856929098,0.62143080535966,0.522011987299344,0.362375874109047,0.131946224787785,-0.179853201665427,-0.583598646251573,-1.08986634997164,0.952355655724773,0.754902041738616,0.616608905542594,0.529394973609174,0.48517897241082,0.475879628419997,0.493415668109169,0.529705817950802,0.57666880441736,0.626223353981309,0.670288193115112,0.700782048291234,0.709623645982142,0.688731712660298,0.630024974798169,0.525422158868218,0.366841991342911,0.146203198694712,-0.144575492603913,-0.5135753560805,1.32583296042885,0.989645438944805,0.745064500765385,0.580296488172132,0.48354774344659,0.443024608870305,0.446933426724822,0.483480539291685,0.540872288852438,0.607315017688628,0.671015068081798,0.720178782313493,0.743012502665259,0.727722571418639,0.662515330855179,0.535597123256424,0.335174290903917,0.0494531760792049,-0.333359878936169,-0.825058531860659
8000,0.09,80,4000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23019714603387,0.931712755886847,0.718754945051917,0.579778537536733,0.503238357348952,0.47758922849623,0.491285974986225,0.532783420826594,0.590536390024992,0.652999706589078,0.708628194526508,0.745876677844939,0.753199980552028,0.719052926655431,0.631890340162806,0.48016704508181,0.252337865420099,-0.0631423748146706,-0.477818851614841,-1.00323674097275,0.80394055564154,0.681379425129369,0.598180939476695,0.548775121213836,0.52759199287111,0.529061576978837,0.547613896067336,0.577678972666924,0.613686829307921,0.650067488520646,0.681250972835417,0.701667304782553,0.705746506892373,0.687918601695196,0.64261361172134,0.564261559501124,0.447292467564868,0.286136358442888,0.0752232546655057,-0.191016821236962,1.38619947138349,1.06150349591096,0.825314820265511,0.665682651060179,0.570656194907997,0.528284658421999,0.526617248215217,0.553703170900686,0.597591633091438,0.646331841400507,0.687973002440926,0.710564322825728,0.702155009167947,0.650794268080616,0.544531306176768,0.371415330069436,0.119495546371654,-0.223178838303545,-0.668558617343128,-1.22859458413406,1.02146649944456,0.793548313229616,0.634934309140025,0.536036512206848,0.487266947461145,0.479037639933979,0.501760614656408,0.545847896659494,0.601711510974297,0.659763482631877,0.710415836663295,0.744080598099612,0.751169791971887,0.722095443311182,0.647269577148556,0.517104218515071,0.322011392441786,0.0524031239597629,-0.301308561899939,-0.748711640106259,1.29430822417545,0.958094436334221,0.719255913541105,0.564571214664341,0.480818898572165,0.454777524132816,0.473225650214532,0.522941835685549,0.590704639414106,0.66329262026844,0.727484337116789,0.77005834882739,0.777793214268481,0.737467492308299,0.635859741815082,0.459748521657067,0.195912390702493,-0.168870092180403,-0.647820368123384,-1.25415987825821
800,0.09,80,4000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.2380871247359,0.944625992664756,0.735117155812054,0.598225840183217,0.522617271783662,0.49695667661881,0.509909280694079,0.550140310014888,0.606314990586656,0.667098548414802,0.721156209504744,0.757153199861902,0.763754745491694,0.72962607239954,0.643432406590858,0.493838974071067,0.269511000845586,-0.0408862870801655,-0.448687663700769,-0.965227903010807,0.92131829182263,0.785246593903096,0.687250403890457,0.622333187484887,0.58549841038656,0.571749538295649,0.576090036912328,0.593523371936771,0.619053009069152,0.647682414009644,0.674415052458421,0.694254390115657,0.702203892681525,0.6932670258562,0.662447255339855,0.604748046832663,0.515172866034799,0.388725178646435,0.220408450367747,0.0052261468989073,1.54860257751327,1.20895497957114,0.954509584812003,0.774364997478419,0.65761982181295,0.593372662058158,0.570722122456603,0.578766807250847,0.606605320683451,0.643336266996976,0.678058250433985,0.699869875237038,0.697869745648697,0.661156465911522,0.578828640268076,0.43998487296092,0.233723768232614,-0.0508560696742791,-0.424656036517198,-0.898577528053583,1.20275978011995,0.958542899203653,0.779451369882215,0.657111236162752,0.583148542052384,0.549189331558232,0.546859648687417,0.567785537447058,0.603593041844277,0.645908205886194,0.686357073579928,0.716565688932602,0.728160095951334,0.712766338643247,0.662010461015459,0.567518507075092,0.420916520829265,0.2138305462851,-0.0621133725502822,-0.415289191669763,1.58188480051246,1.21217541367048,0.936042342871873,0.741767286241562,0.617631941904486,0.551918007985581,0.532907182609783,0.548881163902027,0.588121649987251,0.638910338990389,0.689528929036377,0.728259118250151,0.743382604756647,0.723181086680801,0.655936262147548,0.529929829281824,0.333443486208566,0.0547589310527083,-0.317842138060813,-0.796078023007062
8000,0.09,80,4000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26463605587161,0.953407610709368,0.731087847027039,0.585753293027967,0.505480476915501,0.478345926892991,0.492426171163787,0.535797737931237,0.59653715539869,0.662720951769498,0.722425655247007,0.763727794034569,0.774703896335532,0.743430490353246,0.657984104291059,0.506441266352322,0.276878504740383,-0.0426276523414077,-0.464000676689702,-0.999164040101148,0.842131854876192,0.710714900279369,0.62018039700423,0.564857066007147,0.539073628244494,0.537158804672641,0.553441316247963,0.582249883926832,0.617913228665619,0.654760071420698,0.687119133148442,0.709319134805222,0.71568879734741,0.700556841731381,0.658251988913506,0.583102959850157,0.469438475497708,0.31158725681253,0.103878024750996,-0.159360499730521,1.43870178893981,1.10308810167107,0.857467766735251,0.689848271814957,0.58823710459278,0.540641752751317,0.535069703973164,0.559528445940918,0.602025466337176,0.650568252844535,0.69316429314559,0.71782107492294,0.712546085859179,0.665346813636906,0.564230745938717,0.397205370447208,0.152278174844976,-0.182543353185383,-0.619251725961271,-1.16983945580009,1.08346645729082,0.849236289681006,0.683055792730511,0.575758541605083,0.518178111470472,0.501148077492424,0.515502014836689,0.552073498669014,0.601696104155148,0.655203406460838,0.703428980751832,0.737206402193879,0.747369245952726,0.724751087194122,0.660185501083815,0.544506062787553,0.368546347471083,0.123139930300155,-0.200879613559485,-0.612678708942088,1.27266598965172,0.975063984793692,0.760157359363816,0.617012608737396,0.534696228289736,0.502274713396137,0.508814559431903,0.543382261772334,0.595044315792734,0.652867216868406,0.70591746037465,0.743261541686771,0.75396595618007,0.72709719922985,0.651721766211412,0.51690615250006,0.311716853471096,0.0252203644998215,-0.35351681903846,-0.835428201768447
