"n","vare","B","seed","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","OG. 1","OG. 2","OG. 3","OG. 4","OG. 5","OG. 6","OG. 7","OG. 8","OG. 9","OG.10","OG.11","OG.12","OG.13","OG.14","OG.15","OG.16","OG.17","OG.18","OG.19","OG.20","NG. 1","NG. 2","NG. 3","NG. 4","NG. 5","NG. 6","NG. 7","NG. 8","NG. 9","NG.10","NG.11","NG.12","NG.13","NG.14","NG.15","NG.16","NG.17","NG.18","NG.19","NG.20","RG. 1","RG. 2","RG. 3","RG. 4","RG. 5","RG. 6","RG. 7","RG. 8","RG. 9","RG.10","RG.11","RG.12","RG.13","RG.14","RG.15","RG.16","RG.17","RG.18","RG.19","RG.20","SG. 1","SG. 2","SG. 3","SG. 4","SG. 5","SG. 6","SG. 7","SG. 8","SG. 9","SG.10","SG.11","SG.12","SG.13","SG.14","SG.15","SG.16","SG.17","SG.18","SG.19","SG.20","CG. 1","CG. 2","CG. 3","CG. 4","CG. 5","CG. 6","CG. 7","CG. 8","CG. 9","CG.10","CG.11","CG.12","CG.13","CG.14","CG.15","CG.16","CG.17","CG.18","CG.19","CG.20"
800,0.09,80,9000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.33063616226801,1.00402491739431,0.769048918285303,0.613500592438524,0.525172367351485,0.491856670521705,0.501345929446701,0.54143257162399,0.599909024551089,0.664567715725518,0.723201072644792,0.763601522806429,0.773561493707948,0.740873412846865,0.653329707720698,0.498722805826964,0.264845134663182,-0.0605108782731322,-0.48955280548446,-1.03448821947329,0.802381966125227,0.679963251866737,0.597670358289083,0.549743645000937,0.530423471610974,0.533950197727865,0.554564182960284,0.586505786916905,0.624015369206399,0.661333289437441,0.692699907218702,0.712355582158857,0.714540673866577,0.693495541950537,0.64346054601941,0.558676045681867,0.433382400546583,0.26181997022223,0.0382291143174812,-0.24314980755899,1.40643063276576,1.07032076178531,0.82715908179595,0.66423478494004,0.568837063359945,0.528255109198026,0.529778114596646,0.560695271698167,0.608295772644952,0.659868809579362,0.702703574643759,0.724089259980507,0.711315057731967,0.651670160040502,0.532443759048474,0.340925046898244,0.0644032157321762,-0.309832542307368,-0.794493035078027,-1.40228907043744,1.04257001920146,0.80130807677396,0.6341103379732,0.530644626519325,0.480578766132479,0.473580580532808,0.499317893440457,0.547458528575569,0.60767030965829,0.669621060408765,0.722978604547138,0.757410765793554,0.762585367868159,0.728170234491097,0.643833189382512,0.49924205626255,0.284064658851356,-0.0120311791309268,-0.399377633964152,-0.888306881928176,1.83976672225535,1.28546697649355,0.884243658654803,0.615887052429532,0.46018744150814,0.396935109581034,0.405920340338624,0.466933417471317,0.55976462466952,0.664204245623643,0.760042564024093,0.827069863561278,0.845076427925605,0.793852540807484,0.653188485897322,0.402874546885526,0.0227010074625061,-0.507541848681332,-1.20806373785558,-2.09907437636983
8000,0.09,80,9000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23268721237055,0.931201867810955,0.716387134136439,0.576558038116162,0.500029606519284,0.475116866114964,0.490134843672363,0.53339856596064,0.593223059748955,0.657923351806467,0.715814468902337,0.755211437805725,0.764429285285789,0.73178303811169,0.645587723052588,0.494158366877642,0.265809996356012,-0.0511423617431425,-0.468383680650661,-0.997598933597384,0.826242502955005,0.689623768615051,0.596869886616601,0.541794520639861,0.518211334365038,0.51993399147234,0.540776155641971,0.574551490554141,0.615073659889054,0.656156327326918,0.691613156547939,0.715257811232324,0.72090395506028,0.702365251712014,0.653455364867732,0.567987958207641,0.439776695411947,0.262635240160857,0.0303772561345781,-0.263183592986683,1.49382105599488,1.12533464423435,0.85711646212237,0.67565653862351,0.567444902702353,0.518971583323481,0.516726609451473,0.547200010050908,0.596881814086367,0.652262050522431,0.699830748323678,0.72607793645469,0.717493643880046,0.660567899564327,0.541790732472111,0.34765217156798,0.0646422458165141,-0.320749015817708,-0.822031584370105,-1.4527154308761,1.08257689961688,0.826689506325183,0.647677646003557,0.53500127335306,0.478120343074748,0.466494809869678,0.489584628438903,0.536849753483481,0.597750139704467,0.661745741802916,0.718296514479884,0.756862412436427,0.766903390373601,0.73787940299246,0.659250404994061,0.52047635107946,0.311017195949712,0.0203328943058719,-0.362116599151003,-0.846871329719859,1.37185133526804,1.00829389301263,0.748080800975216,0.577381335303832,0.48236477214653,0.449200387651354,0.46405745796635,0.513105259239565,0.582513067619044,0.658450159252833,0.727085810288978,0.774589296875525,0.787129895160519,0.750876881292008,0.651999531418036,0.47666712168665,0.211048928245895,-0.158685772756184,-0.646367705171538,-1.26582759285212
800,0.09,80,9000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25845937237031,0.954050238841301,0.73582001628387,0.592300965062078,0.512025345539986,0.483525418081658,0.495333443051153,0.535981680812535,0.594002391729865,0.657927836167205,0.716290274488616,0.75762196705816,0.770455174239899,0.743322156397895,0.66475517389621,0.523286487098905,0.307448356370041,0.00577304207368174,-0.393207195426112,-0.900960095765279,0.771272763597421,0.678642808755295,0.615044926039838,0.576457227273085,0.558857824277071,0.558224828873833,0.570536352885406,0.591770508133825,0.617905406441127,0.644919159629346,0.668789879520519,0.685495677936681,0.691014666699867,0.681324957632113,0.652404662555455,0.600231893291929,0.52078476166357,0.410041379492413,0.263979858600495,0.0785783108098499,1.22637840360524,0.97300035105764,0.788050587722471,0.662396773506779,0.586906568317603,0.552447632061985,0.549887624646967,0.57009420597959,0.603935035966894,0.642277774515921,0.675990081533713,0.69593961692731,0.692994040603753,0.658021012470084,0.581888192433345,0.455463240400575,0.269613816278817,0.0152075799751109,-0.316887808603501,-0.735804689549978,0.93880912686094,0.775434583944868,0.65956785730527,0.584825167446594,0.544822734873293,0.533176780089818,0.543503523600619,0.569419185910149,0.604539987522857,0.642482148943196,0.676861890675616,0.701295433224568,0.709398997094505,0.694788802789876,0.651081070815133,0.571892021674727,0.450837875873109,0.28153485391473,0.057599176304042,-0.227352936454505,1.08064472512214,0.871630908629638,0.720208428507567,0.618827205341257,0.559937159716038,0.535988212217242,0.5394302834302,0.562713293940245,0.598287164332706,0.638601815192915,0.676107167106203,0.703253140657902,0.712489656433343,0.696266635017858,0.647033996996777,0.557241662955431,0.419339553479153,0.225777589153272,-0.0309943094368786,-0.358526221705969
8000,0.09,80,9000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.2561196348237,0.946305281808948,0.725147138675223,0.580737756083895,0.50116968469634,0.474535475173931,0.488927678178044,0.532438844370052,0.593161524411332,0.659188268963258,0.718611628687204,0.759524154244546,0.770018396296657,0.738186905504914,0.65212223253069,0.49991692803536,0.269663542680299,-0.0505453728731183,-0.472617267963517,-1.00845959192952,0.839079210826442,0.700758244701113,0.605837242582092,0.548312961499687,0.522182158484208,0.521441590565963,0.540088014775262,0.572118188142414,0.611528867697727,0.652316810471511,0.688478773494075,0.714011513795728,0.722911788406779,0.709176354357537,0.666801968678311,0.58978538839941,0.472123370551144,0.30781267216382,0.0908500502677488,-0.184767738106761,1.45898961731727,1.10797864029594,0.851517494441831,0.677035966141862,0.571963841782948,0.523730907752005,0.51976695043595,0.547501756221697,0.594365111496165,0.647786802646268,0.695196616058923,0.724024338121046,0.721699755219554,0.675652653741362,0.573312820073388,0.402110040602546,0.149474101715754,-0.197165210200073,-0.650378108758019,-1.22273480757117,1.08518076129793,0.835223817029286,0.65913899355106,0.546942062984709,0.488648797451686,0.474274969073445,0.493836349971438,0.53734871226712,0.594827828081942,0.65628946953736,0.711749408754825,0.751223417855791,0.764727268961712,0.742276734194041,0.67388758567423,0.549575595523734,0.359356535864005,0.0932461788164976,-0.258739703497337,-0.706585338956043,1.34223510391516,0.996050106457569,0.747603497681057,0.583921066044971,0.492028600008663,0.458951888031485,0.471716718572787,0.517348880091922,0.582874161048241,0.655318349901096,0.721707235109837,0.769066605133817,0.784422248432387,0.754799953464899,0.667225508690704,0.508724702569153,0.266323323559599,-0.072952839878608,-0.522077999286116,-1.09402636620357
800,0.09,80,9000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26832764298894,0.961367097310369,0.741611650485471,0.597371400851959,0.516956446747551,0.488676886509961,0.500842818476906,0.5417643409861,0.599751552375259,0.6631145509821,0.720163435144337,0.759208303199686,0.768559253485862,0.736526384340583,0.651419794101562,0.501549581106515,0.275225843693159,-0.0392413198007912,-0.45354181103762,-0.979365531679613,0.717887499823603,0.615440173337811,0.550076549715421,0.516294268901833,0.508590970842445,0.521464295482655,0.549411882767861,0.586931372643463,0.628520405054858,0.668676619947445,0.701897657266622,0.722681156957788,0.72552475896634,0.704926103237678,0.655382829717199,0.571392578350303,0.447452989082387,0.278061701858849,0.0577163566250894,-0.219085406673495,1.22892178062982,0.938184630699625,0.732273212189067,0.599278515154293,0.527291529651448,0.504403245736679,0.518704653466133,0.558286742895956,0.611240504082294,0.665656927081294,0.709627001949101,0.731241718741863,0.718592067515725,0.659769038326834,0.542863621231336,0.355966806285379,0.0871695835451064,-0.275437056933334,-0.743762125093795,-1.32971463088013,0.811387373116109,0.647337504543161,0.540813762622383,0.48327251095671,0.466170113149081,0.480962932802432,0.5191073335197,0.572059678903821,0.631276332557732,0.688213658084371,0.734328019086674,0.761075779167578,0.759913301930019,0.722296950976935,0.639683089911263,0.503528082335938,0.305288291853899,0.0364200820680815,-0.311620183418577,-0.74737614100314,0.875739241380942,0.664753316349735,0.526754283239508,0.450941432165936,0.426514053244695,0.442671436591461,0.488612872321909,0.553537650551715,0.626645061396555,0.697134394972103,0.754204941394036,0.78705599077803,0.784886833239759,0.736896758894901,0.632285057859129,0.46025102024812,0.20999393617755,-0.129286904236907,-0.568392210879573,-1.11812269363478
8000,0.09,80,9000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23877471513359,0.936742592697519,0.721387600788844,0.581031203986141,0.503994866867981,0.478600054012934,0.493168229999573,0.536020859406469,0.595479406812192,0.659865336795313,0.717500113934404,0.756705202808035,0.765802067994779,0.733112174073206,0.646956985621886,0.495657967219392,0.267536583444294,-0.0490857011248362,-0.465887421909428,-0.99454711433091,0.80029866053712,0.680535485432688,0.599318073885289,0.551203408328904,0.53074847119751,0.532510244925085,0.551045711945608,0.580911854693058,0.616665655601412,0.65286409710465,0.684064161636749,0.704822831631688,0.709697089523446,0.693243917746,0.65002029873333,0.574583214919413,0.461489648738229,0.305296582623755,0.100560999009969,-0.158160119669148,1.34960223583823,1.03820181150807,0.812001450875781,0.6595095560838,0.569234529274571,0.529684772590539,0.529368688174144,0.55679467816783,0.600471144714039,0.648906489955215,0.690609116033798,0.714087425092233,0.707849819272961,0.660404700718425,0.560260471571068,0.395925533973333,0.155908290067661,-0.171282858003505,-0.597139508097721,-1.13315325807255,1.03751898948887,0.808910046480321,0.648763268961124,0.547703468107956,0.496355455097498,0.48534404110643,0.50529403731143,0.546830254889179,0.600577505016356,0.657160598869641,0.707204347625714,0.741333562461254,0.750173054552941,0.724347635077454,0.654482115211474,0.53120130613168,0.345130019014751,0.0868930650373678,-0.252884744623791,-0.683578598792045,1.36213593547196,1.01612569762013,0.767018059289706,0.60192624194646,0.507963467056182,0.472242956084656,0.481877930497668,0.523981611761002,0.585667221340444,0.654047980701778,0.71623711131079,0.759347834633263,0.770493372134984,0.736786945281738,0.645341775539308,0.483271084373481,0.237688093250041,-0.104293976365228,-0.555561903006539,-1.12900246520811
800,0.09,80,9000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23319422509936,0.931017576340065,0.716604341228893,0.578065496272541,0.50351201797771,0.481054882851102,0.498805067399417,0.544873548129355,0.607371301547617,0.674409304160905,0.734098532475919,0.774549962999359,0.783874572237927,0.750183336698323,0.661587232887248,0.506197237311403,0.272124326477488,-0.0525205231077957,-0.479626334937747,-1.02108213250567,0.759508660630414,0.645252437389124,0.57099946754107,0.530903573642006,0.519118578247691,0.52979830391388,0.557096573196331,0.595167208650799,0.638164032833042,0.680240868298815,0.715551537603876,0.738249863303982,0.742489667954887,0.72242477411235,0.672209004332127,0.585996181169974,0.457940127181648,0.282194664922906,0.0529136169495033,-0.235749194182803,1.41382813995411,1.06798606585731,0.818583390460712,0.652484199108712,0.55655257714569,0.517652609916033,0.522648382764125,0.558403981034352,0.611783490071098,0.66965099521875,0.718870581821692,0.746306335224309,0.738822340770986,0.68328268380611,0.566551449674064,0.375492723719235,0.0969705912860064,-0.282150862281235,-0.775007551638106,-1.39473539144022,1.04377113774242,0.799525003834829,0.630254032141453,0.525645597006023,0.475387072772268,0.469165833783918,0.496669254384703,0.547584708918351,0.611599571728593,0.678401217159158,0.737677019553776,0.779114353256177,0.792400592610089,0.767223111959243,0.693269285647368,0.560226488018193,0.35778209341545,0.075623476182865,-0.29656198933583,-0.769086928796905,1.92213837706755,1.38342623772948,0.985164697659073,0.709723409637872,0.53947202644741,0.456780200869223,0.444017585684848,0.483553833675821,0.557758597623679,0.649001530309958,0.739652284516195,0.812080513023925,0.848655868614686,0.831748004070013,0.743726572171443,0.566961225700513,0.283821617438758,-0.123322599832285,-0.672101773331078,-1.38014625027609
8000,0.09,80,9000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.27384819674735,0.959909753595512,0.734961886955078,0.587101824156962,0.504426792532076,0.475034019411329,0.487020732125634,0.528484158005902,0.587521524383043,0.652230058587968,0.710706987951588,0.751049539804815,0.761354941478559,0.729720420303732,0.644243203611244,0.493020518732006,0.26414959299693,-0.0542723462630737,-0.474148071717094,-1.00738035603422,0.843103159064555,0.712943250315605,0.622765377651443,0.567053653014496,0.540292188347189,0.536965095591945,0.551556486691192,0.578550473587353,0.612431168222855,0.647682682540121,0.678789128481578,0.70023461798965,0.706503263006763,0.692079175475342,0.651446467337812,0.579089250536597,0.469491637014124,0.317137738712818,0.116511667575102,-0.137902464456596,1.43459067264329,1.10241221339564,0.858690340006836,0.691690379746311,0.589677659883515,0.540917507687895,0.533675250428899,0.556216215375973,0.596805729798564,0.643709120966118,0.685191716148083,0.709518842613905,0.704955827633031,0.659767998474909,0.562220682408983,0.400579206704702,0.163108898631513,-0.161924914541139,-0.586256905543806,-1.12162174710704,1.08865477897879,0.848208825077819,0.67783053164375,0.568064302523584,0.50945454156433,0.492545652612993,0.507882039516582,0.546008106122102,0.597468256276562,0.652806893826966,0.702568422620324,0.73729724650364,0.747537769323923,0.723834394928179,0.656731527163415,0.536773569876638,0.354504926914855,0.100470002125072,-0.234786800645704,-0.660721077550465,1.35581135434972,1.01798715710262,0.774117177429286,0.611748327589225,0.51842751984195,0.481701666446974,0.489117679663807,0.528222471751963,0.586562954970952,0.651686041580287,0.711138643839479,0.752467674008041,0.763220044345484,0.73094266711132,0.643182454565061,0.487486318966219,0.251401172574305,-0.077526072351168,-0.511748503550689,-1.06371920876475
800,0.09,80,9000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25447947753088,0.936081232249354,0.709138840115619,0.561346933518716,0.480400144847684,0.453993106491565,0.469820450839399,0.515576810280226,0.578956817203086,0.64765510399702,0.709366303051069,0.751785046754272,0.762605967495669,0.729523697664302,0.640232869649211,0.482428115839435,0.243804068624016,-0.0879446396080066,-0.525123376467592,-1.0800375095657,0.684949158265291,0.597006630590965,0.540681247929748,0.511303471686062,0.50420376326433,0.514712584068974,0.538160395504418,0.569877658975083,0.605194835885394,0.639442387639771,0.667950775642638,0.686050461298418,0.689071906011533,0.672345571186406,0.631201918227459,0.560971408539116,0.456984503525799,0.31457166459193,0.129063353141932,-0.104209969419772,1.13745525815788,0.886686445834201,0.707686815227834,0.590569477311867,0.52544754305939,0.502434123443494,0.51164232943727,0.543185272013808,0.587176062146198,0.633727810807531,0.672953628970899,0.69496662760939,0.689879917696097,0.647806610204109,0.558859816106517,0.413152646376412,0.200798211986883,-0.0880903760889773,-0.463400006878079,-0.935017569407333,0.805016772131018,0.64377341668176,0.5370772387994,0.477028857331115,0.45572889112408,0.465277959025472,0.497776679882468,0.545325672542243,0.600025555851976,0.653976948658841,0.699280469810015,0.728036738152675,0.732346372533997,0.704309991801158,0.636028214801335,0.519601660381702,0.347130947389438,0.110716694671717,-0.197540478924282,-0.585539954551384,0.927331443366242,0.699394730839993,0.546268199554806,0.457184017939693,0.421374354423666,0.428071377435736,0.466507255404917,0.52591415676022,0.595524249930658,0.664569703345241,0.722282685432984,0.757895364622896,0.760639909343991,0.719748488025281,0.624453269095778,0.463986420984493,0.22758011212044,-0.0955334890673711,-0.516122214149927,-1.04495389469822
8000,0.09,80,9000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.24424415056406,0.937333223491983,0.718452037345802,0.575751792936372,0.49738369107455,0.471498932571188,0.486248718237144,0.52978424888327,0.590256725320423,0.655817348359457,0.714617318811228,0.754807837486589,0.764540105196397,0.731965322751505,0.64523469096277,0.492499410641045,0.261910682597187,-0.0583802923579517,-0.480222313413514,-1.01546417975865,0.783666322825379,0.667051203658613,0.58854388858263,0.542734040341147,0.52421132167788,0.527565395336547,0.547385924060864,0.578262570594547,0.614784997681315,0.651542868064882,0.683125844488967,0.704123589697285,0.709125766433554,0.69272203744149,0.64950206546481,0.574055513247231,0.46097204353247,0.304841319064242,0.100253002586266,-0.158203243157742,1.308573345301,1.00794192282834,0.790489395790216,0.644919429918771,0.559935690946135,0.52424184460444,0.526541556625818,0.555538492742401,0.599936318686322,0.648438700189713,0.689749302984706,0.712571792803433,0.705609835378027,0.65756709644062,0.557147241723343,0.39305393695833,0.153990847877713,-0.171338359786376,-0.594230020301806,-1.12598046793644,0.997613040580997,0.777948217998065,0.625439361139548,0.530826243278034,0.484848637686116,0.478246317636383,0.501759056401425,0.546126627253834,0.6020888034662,0.660385358311112,0.711756065061162,0.746940696988941,0.756679027367038,0.731710829468044,0.662775876564549,0.540613941929144,0.35596479883442,0.0995682205529666,-0.237836019642626,-0.665508148479766,1.24027064908086,0.926885078314156,0.704595526745063,0.56107856353531,0.484010757846624,0.461068678840731,0.479928895679359,0.528267977524234,0.593762493537083,0.664089012879633,0.726924104713611,0.769944338200742,0.780826282502755,0.747246506781376,0.656881580198331,0.497408071915348,0.256502551094152,-0.0781584131035281,-0.518898251515967,-1.07804039498144
