"n","vare","B","seed","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","OG. 1","OG. 2","OG. 3","OG. 4","OG. 5","OG. 6","OG. 7","OG. 8","OG. 9","OG.10","OG.11","OG.12","OG.13","OG.14","OG.15","OG.16","OG.17","OG.18","OG.19","OG.20","NG. 1","NG. 2","NG. 3","NG. 4","NG. 5","NG. 6","NG. 7","NG. 8","NG. 9","NG.10","NG.11","NG.12","NG.13","NG.14","NG.15","NG.16","NG.17","NG.18","NG.19","NG.20","RG. 1","RG. 2","RG. 3","RG. 4","RG. 5","RG. 6","RG. 7","RG. 8","RG. 9","RG.10","RG.11","RG.12","RG.13","RG.14","RG.15","RG.16","RG.17","RG.18","RG.19","RG.20","SG. 1","SG. 2","SG. 3","SG. 4","SG. 5","SG. 6","SG. 7","SG. 8","SG. 9","SG.10","SG.11","SG.12","SG.13","SG.14","SG.15","SG.16","SG.17","SG.18","SG.19","SG.20","CG. 1","CG. 2","CG. 3","CG. 4","CG. 5","CG. 6","CG. 7","CG. 8","CG. 9","CG.10","CG.11","CG.12","CG.13","CG.14","CG.15","CG.16","CG.17","CG.18","CG.19","CG.20"
800,0.09,80,3000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.19693548053836,0.896401290028893,0.683362964640193,0.546009402450306,0.47252950153728,0.451112159979167,0.469946275854015,0.517220747239874,0.581124472214794,0.649846348856824,0.711575275244014,0.754500149454414,0.766809869566073,0.736693333657042,0.652339439805368,0.501937086089103,0.273675170586296,-0.0442574086250032,-0.463671753466745,-0.996378965860881,0.769596896619971,0.653114913748888,0.575059013612952,0.529963140071816,0.512361236985133,0.516787248212556,0.537775117613735,0.569858789048324,0.607572206375975,0.64544931345634,0.678024054149073,0.699830372313824,0.705402211810246,0.689273516497993,0.645978230236715,0.570050296886066,0.456023660305698,0.298432264355263,0.0918100528944132,-0.169309030217199,1.34495557950294,1.02606383126079,0.795489476843566,0.64120342194576,0.551176572261851,0.513379833486317,0.515784111313638,0.546360311438296,0.59307933955477,0.64391210135754,0.686829502541087,0.709802448799889,0.700801845828428,0.647798599321184,0.538763614972636,0.361667798477265,0.104482055529551,-0.244822708176026,-0.698275586944986,-1.26790567508285,0.922948292284708,0.714619620562581,0.573135612303067,0.489074196889061,0.453013303703457,0.455530862129148,0.487204801549027,0.538613051345989,0.600333540902928,0.662944199602736,0.717022956828308,0.753147741962538,0.761896484388319,0.733847113488544,0.659577558646109,0.529665749243905,0.334689614664828,0.0652270842917706,-0.288143912492373,-0.734845446304711,1.10317753615925,0.79155706966602,0.577454898506933,0.447284422396467,0.387459041049102,0.384392154179319,0.424497161501596,0.494187462730415,0.579876457580254,0.667977545765593,0.744904127000912,0.797069601000691,0.81088736747941,0.772770826151548,0.669133376731585,0.486388418934002,0.210949352473276,-0.17077042293611,-0.672357507579679,-1.30739850174295
8000,0.09,80,3000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26064093676951,0.952579275985934,0.732505961461276,0.588590906913026,0.509004026058667,0.481915232615689,0.495494440301575,0.537911562833813,0.597336513929889,0.661939207307288,0.719889556683497,0.759357475776003,0.76851287830229,0.735525677979846,0.648565788526157,0.495803123658708,0.265407597094986,-0.0544508774475234,-0.475602386251333,-1.00987701559896,0.840126525612572,0.711760309668567,0.623226007196912,0.569000200223716,0.543559470775088,0.541380400877135,0.556939572555967,0.584713567837692,0.619178968748417,0.654812357314253,0.686090315561307,0.707489425515687,0.713486269203503,0.698557428650862,0.657179485883874,0.583829022928646,0.472982621811287,0.319116864557906,0.116708333194611,-0.13976639025249,1.42305972676305,1.09516496457179,0.855008386584341,0.690920429309115,0.591231529254535,0.544272122929024,0.538372646841003,0.561863537498894,0.603075231411118,0.650338165086097,0.691982775032254,0.716339497758008,0.711738769771783,0.666511027582,0.568986707697081,0.407496246625447,0.17037008087552,-0.154061353044279,-0.577467618625527,-1.1115182793598,1.05633999096032,0.82800457936017,0.667297929377916,0.565011608990586,0.511937186175212,0.498866228908824,0.516590305168453,0.555900982931131,0.607589830173888,0.662448414873755,0.711268305007763,0.744841068552944,0.753958273486327,0.729411487784944,0.661992279425826,0.542492216386003,0.361702866642507,0.110415798172368,-0.220577421047382,-0.640485223039713,1.24074958281311,0.940758485555525,0.726822915647245,0.587345813106748,0.510730117952512,0.485378770203017,0.499694709876744,0.54208087699217,0.600940211567777,0.664675653622043,0.721690143173449,0.760386620240473,0.769168024841596,0.736437296995296,0.650597376720054,0.50005120403435,0.273201718956662,-0.0415481384945298,-0.455795428300745,-0.981137210443506
800,0.09,80,3000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.22124040482625,0.912903961282154,0.694665840362336,0.554351175251868,0.479785099135824,0.458792745199278,0.479199246627306,0.52882973660498,0.595509348317376,0.667063214949569,0.731316469686632,0.776094245713641,0.789221676215669,0.758523894377791,0.671826033385082,0.516953226422615,0.281730606675467,-0.0460166926712906,-0.478463538432581,-1.02778479742333,0.765398244079416,0.66749778421834,0.601797483209331,0.563664728985404,0.548466909479575,0.55157141262486,0.568345626354276,0.594156938600838,0.624372737297562,0.654360410377465,0.679487345773562,0.69512093141887,0.696628555246404,0.679377605189181,0.638735469180217,0.570069535152528,0.468747191039129,0.330135824773037,0.149602824287268,-0.0774844224851623,1.22346966203152,0.962468173614482,0.773916424144015,0.647917600598086,0.574574889954669,0.543991479191733,0.546270555287253,0.571515305219198,0.60982891596554,0.651314574504253,0.686075467813306,0.704214782870673,0.695835706654323,0.651041426142231,0.559935128312366,0.412620000142701,0.199199228611208,-0.090223999304143,-0.465546496625379,-0.936665076374528,0.911865134224098,0.753960216201625,0.644341862621588,0.576219566999396,0.542802822850458,0.537301123690183,0.552923963033979,0.582880834397255,0.62038123129542,0.658634647243882,0.69085057575805,0.710238510353333,0.71000794454514,0.683368371848879,0.623529285779959,0.523700179853789,0.377090547585778,0.176909882491333,-0.0836323219141355,-0.41132657211522,1.0041981994095,0.810133339015358,0.673391476793797,0.586069544104179,0.540264472305864,0.528073192758213,0.541592636820586,0.572919735852343,0.614151421212844,0.657384624261449,0.694716276357518,0.718243308860413,0.720062653129492,0.692271240524116,0.626966002403645,0.51624387012744,0.35220177505486,0.126936648545265,-0.167454578041983,-0.538874973347526
8000,0.09,80,3000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25724591536746,0.946998467705811,0.725198010998614,0.579975645077799,0.499462469775288,0.471789584923008,0.485088090352883,0.527489085896838,0.587123671386796,0.652122946654683,0.710618011532423,0.750739965851941,0.760619909445162,0.72838894214401,0.64217816378041,0.490118674186286,0.260341573193563,-0.059022039365834,-0.479841063659981,-1.01398439985695,0.802327350059762,0.678949754822821,0.594856991241257,0.544563582860666,0.522584053226643,0.523432925884786,0.54162472438069,0.571673972259953,0.608095193068171,0.645402910350939,0.678111647653854,0.700735928522513,0.707790276502513,0.693789215139448,0.653247267978917,0.580678958566514,0.470598810447838,0.317521347168482,0.115961092274046,-0.139567430689876,1.36043796746828,1.04237025477408,0.811048618313152,0.654834262200135,0.562088390549677,0.521172207476425,0.520446917095022,0.548273723520116,0.593013830866351,0.643028443248373,0.686678764780828,0.71232599957836,0.708331351755616,0.663056025427241,0.564861224707879,0.402108153712178,0.163158016554782,-0.163627982649663,-0.589888639786513,-1.12726275074112,1.02790505822726,0.802345716657297,0.64400228477052,0.543738553348293,0.492418313171984,0.480905355022961,0.500063469682592,0.540756447932245,0.593848080553289,0.650202158327091,0.700682472035019,0.736152812458442,0.747476970378728,0.725518736577244,0.661141901835359,0.545210256934441,0.368587592655858,0.122137699780977,-0.203275630908832,-0.616788608632203,1.26567561388798,0.953919038851007,0.730296368303675,0.58309195873433,0.500590166631318,0.471075348482982,0.482831860777667,0.524144060003715,0.583296302649472,0.648572945203281,0.708258344153486,0.750636855988431,0.76399283719646,0.736610644265917,0.656774633685146,0.51276916194249,0.292878585526295,-0.0146127390750973,-0.421420455373341,-0.939260206880095
800,0.09,80,3000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.24275394618274,0.941733494541291,0.726863766721499,0.586534985363089,0.50913737310579,0.483061152589333,0.496696546453446,0.538433777337859,0.596663067882301,0.659774640726501,0.71615871851019,0.754205523873095,0.762305279454948,0.728848207895476,0.64222453183441,0.490824473911479,0.263038256766412,-0.0527438969610623,-0.468131764631213,-0.994735123604312,0.724650591976029,0.63216283622723,0.571921288030484,0.53919854296371,0.529267196604827,0.537399844531753,0.558869082322409,0.588947505554712,0.622907709806581,0.656022290655937,0.683563843680698,0.700804964458782,0.703018248568109,0.685476291586598,0.643451689092168,0.572217036662738,0.467044929876227,0.323207964310554,0.135978735543638,-0.0993701608466017,1.33854541297537,1.02785659563025,0.803071717249956,0.652472031648848,0.564338792641279,0.526953254041607,0.528596669664187,0.557550293323377,0.602095378833532,0.650513180009009,0.691084950664165,0.712091944613356,0.701815415670939,0.64853661765127,0.540536804368706,0.366097229637603,0.113499147272318,-0.228976188912793,-0.673047525103373,-1.23043360748507,0.940677119712083,0.744554276685976,0.609918633529142,0.528132987814517,0.490560137115036,0.488562879003634,0.513504011053246,0.556746330836807,0.609652635927251,0.663585723897515,0.709908392320533,0.73998343876924,0.745173660816571,0.716841856035462,0.646350821998846,0.52506335627966,0.344342256450838,0.0955503200853155,-0.229949655243973,-0.640794871964092,1.64853056971923,1.18156904647872,0.843376190513928,0.617013649310617,0.485543070354567,0.432026101131559,0.43952438912737,0.491099581827778,0.569813326718562,0.658727271285501,0.740903063014371,0.799402349390953,0.817286777901023,0.777617996030361,0.663457651264744,0.457867391089951,0.143908862991761,-0.295356285544049,-0.876866407031702,-1.61755985398542
8000,0.09,80,3000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25051404331383,0.942740389903128,0.723149884084103,0.579896150181595,0.501132812520448,0.475013495425504,0.489691823221608,0.533321420233603,0.594055910786333,0.66004891920464,0.719454069813369,0.760424986937362,0.771115294901464,0.739678618030518,0.654268580649367,0.503038807082854,0.274142921655823,-0.0442654513068816,-0.464032687480417,-0.997005162539941,0.776681410444141,0.66716824201106,0.593607200378806,0.55090743153011,0.533978081447704,0.537728296114317,0.557067221512682,0.586904003625529,0.622147788435589,0.657707721925593,0.688492950078272,0.709412618876357,0.715375874302579,0.701291862339669,0.662069728970359,0.592618620177378,0.487847681943459,0.342666060251331,0.151982901083726,-0.0892926495766244,1.24664762134148,0.971612881998249,0.773219752891612,0.641043408287492,0.564659022451809,0.533641769650485,0.537566824149439,0.566009360214594,0.608544552111869,0.654747574107185,0.694193600466463,0.716457805455625,0.71111536334059,0.66774144838728,0.575911234861616,0.425199897029517,0.205182609156906,-0.0945654544902981,-0.484469119646174,-0.9749532120448,0.990410433396041,0.783022335971957,0.638438344995053,0.548047523331363,0.503238933846918,0.495401639407753,0.5159247028799,0.556197187129392,0.607608155022262,0.661546669424544,0.70940179320227,0.742562589221473,0.752418120348186,0.730357449448443,0.667769639388276,0.556043753033719,0.386568853250804,0.150734002905564,-0.160071735135968,-0.554459298007757,1.23763440926582,0.940891812958508,0.72865162737588,0.589617691414554,0.512493843971152,0.485983923942296,0.498791770224608,0.539621221714709,0.597176117309223,0.660160295904771,0.717277596397975,0.757231857685456,0.768726918663838,0.740466618229743,0.661154795279791,0.519495288710605,0.304191937418808,0.00394858030102039,-0.392530943746135,-0.896542795826036
800,0.09,80,3000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.30652983665218,0.986466917756342,0.755544085684917,0.601909881334537,0.51371284560183,0.479101519383426,0.486224443575952,0.523230159076037,0.578267206780311,0.639484127585401,0.695029462387938,0.733051752084548,0.741699537571862,0.709121359746507,0.623465759505114,0.472881277744309,0.245516455360723,-0.0704801667490178,-0.486960047688282,-1.01577464656044,0.794086006367083,0.682689757908033,0.606603331761496,0.56075358144531,0.540067360477314,0.539471522375344,0.553892920657239,0.578258408840836,0.607494840443974,0.63652906898449,0.660287947980221,0.673698330949007,0.671687071408684,0.649181022877091,0.601107038872064,0.522391972911443,0.407962678513065,0.252746009194768,0.0516688184743896,-0.200342040130233,1.33893416347872,1.03527404360651,0.814075063219386,0.664125821080475,0.574214915952925,0.533130946599875,0.52966251178447,0.55259821026985,0.590726640819159,0.632836402195538,0.667716093162129,0.684154312482074,0.670939658918517,0.616860731234598,0.51070612819346,0.341264448558245,0.0973242910920949,-0.232325745441848,-0.658897062280441,-1.19360106066054,1.01707828860054,0.818091361419318,0.676312812419744,0.583927363168898,0.533119735233862,0.51607465018172,0.524976829579555,0.55201099499445,0.589361867993489,0.629214170143754,0.663752623012328,0.685161948166296,0.68562686717274,0.657332101598744,0.59246237301139,0.483202402977762,0.321736913064943,0.100250624840016,-0.189071740129935,-0.554045460277827,1.30184381272153,1.00387367941815,0.785387526606799,0.636075800001734,0.545628945317215,0.503737408267504,0.500091634566862,0.524382069929551,0.566299160069832,0.615533350701966,0.661775087540214,0.694714816298838,0.704042982692099,0.679450032434258,0.610626411239577,0.487262564822317,0.299048938896738,0.0356759791771029,-0.313165868622327,-0.757786158787293
8000,0.09,80,3000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.21744858021966,0.917679466531622,0.704531996086596,0.566298259649716,0.491270347986116,0.467740351860931,0.484000362039294,0.52834246928634,0.589058764367204,0.654441338047019,0.712782281090918,0.752373684264038,0.761507638331511,0.728476234058472,0.641571562210055,0.489085713551395,0.259310778847624,-0.0594611511361219,-0.478937985634709,-1.010827633883,0.805572808097343,0.681812835921048,0.597731133448782,0.547733778038573,0.526226847048451,0.527616417836444,0.546308567760581,0.576709374178892,0.613224914449405,0.65026126593015,0.682224505979155,0.70352071195445,0.708555961214063,0.691736331116023,0.647467899018359,0.570156742279101,0.454208938256278,0.294030564307917,0.084027697792049,-0.181393583933298,1.37451328306508,1.05323069688673,0.81976369412469,0.66224536237418,0.568808789230398,0.52758706228855,0.526713269143838,0.554320497391467,0.598541834626639,0.647510368444559,0.68935918644043,0.712221376209456,0.70423002534684,0.653518221447787,0.5482190521075,0.376465604921182,0.126390967484037,-0.213871772608732,-0.656189527761919,-1.21242921038032,1.04298767406229,0.807736835475359,0.643282095804675,0.539905526163187,0.487889197663847,0.477515181419608,0.499065548543423,0.542822370148245,0.599067717347025,0.658083661252717,0.710152272978273,0.745555623636646,0.754575784340788,0.727494826203653,0.654594820338192,0.526157837857358,0.332465949874104,0.0638012275013823,-0.289554258147854,-0.737318435960654,1.36199484528405,1.00728214831858,0.753014756099297,0.585754620339456,0.492063692752306,0.458503925051097,0.471637268949081,0.518025676159507,0.584231098395628,0.656815487370692,0.722340794797953,0.767368972390659,0.778461971862062,0.742181744925412,0.645090243293961,0.473749418680959,0.214721222799657,-0.145432392636695,-0.620149475914845,-1.22286807532154
800,0.09,80,3000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23653519845853,0.944870636166306,0.736262677971704,0.599521507176257,0.523457307081495,0.496880260988945,0.508600552200139,0.547428364016606,0.602173879739876,0.661647282671477,0.71465875611294,0.750018483365794,0.756536647731568,0.723023432511793,0.638289021007998,0.491143596521712,0.270397342354465,-0.0351395581922141,-0.436656921816794,-0.945344565217748,0.68437998549122,0.611407798938896,0.565638099635718,0.542982988945415,0.539354568231715,0.550664938858348,0.572826202189042,0.601750459587525,0.633349812417526,0.663536362042773,0.688222209826996,0.703319457133923,0.704740205327283,0.688396555770803,0.650200609828214,0.586064468863243,0.491900234239618,0.36362000732107,0.197135889471326,-0.0116400179458859,1.06887984197089,0.854413450333552,0.702752474415016,0.605084740563581,0.552598075127547,0.536480304455212,0.547919254894874,0.578102752794831,0.618218624503383,0.659454696368827,0.692998794739461,0.710038745963585,0.701762376389496,0.659357512365493,0.574011980239874,0.436913606360938,0.239250217076982,-0.0277903612636941,-0.373020302312793,-0.805251779722017,0.821900067621331,0.678455960326607,0.582828896187966,0.528113669043357,0.507405072730728,0.513797901088025,0.540386947953198,0.580267007164194,0.626532872558961,0.672279337975445,0.710601197251596,0.734593244225361,0.737350272734688,0.711967076617524,0.651538449711817,0.549159185855515,0.397924078886567,0.190927922642918,-0.0787344890374819,-0.417968362316686,1.11466124178421,0.857382617482641,0.67641247180927,0.561322828344953,0.501685710670545,0.487073142366899,0.507057147014871,0.551209748195314,0.609102969489083,0.670308834477031,0.724399366740014,0.760946589858884,0.769522527414497,0.739699202987707,0.661048640159368,0.523142862510334,0.31555389362146,0.0278537570735985,-0.350385523552395,-0.829591924675666
8000,0.09,80,3000005,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25475231531527,0.947371284198249,0.727800449764561,0.584238427991815,0.504883834857621,0.47793528633959,0.491591398415331,0.534050787062455,0.59351206825857,0.658173857981287,0.716234772208216,0.755893426916967,0.765348438085149,0.732798421690372,0.646441993710246,0.494477770122382,0.265104366904388,-0.0534795999661258,-0.473075514511548,-1.00548476075427,0.829132093182556,0.710012341222649,0.627392795591374,0.576232844261673,0.551491875206486,0.548129276398755,0.561104435811421,0.585376741417426,0.61590558118971,0.647650343101215,0.675570415124882,0.694625185233653,0.699774041400468,0.685976371598268,0.648191563799996,0.581379005978592,0.480498086106997,0.340508192158153,0.156368712105001,-0.0769609660795185,1.35897395279321,1.05810531959889,0.837497894594089,0.686486803941686,0.594407173804576,0.55059413034565,0.5443827997278,0.565108308113916,0.60210578166689,0.644710346549614,0.682257128924979,0.704081254955877,0.699517850805199,0.657902042635836,0.568568956610679,0.420853718892621,0.204091455644552,-0.0923827069706365,-0.479233642790052,-0.967126225650804,1.05035535146445,0.83668684800791,0.684637047878179,0.58592024471789,0.532250732169676,0.515342803876169,0.526910753480002,0.558668874623809,0.602331460950221,0.649612806101873,0.692227203721396,0.721888947451424,0.730312330934588,0.709211647813523,0.650301191730861,0.545295256329235,0.385908135251277,0.16385412213962,-0.129152489363102,-0.501397405614258,1.26206900526371,0.976020132111596,0.768432486368357,0.628991731232683,0.547383529903271,0.513293545578817,0.516407441458017,0.546410880739567,0.592989526622164,0.645829042304504,0.694615090985282,0.729033335863196,0.738769440136942,0.713509067005215,0.642937879666711,0.516741541320128,0.324605715164162,0.0562160643975068,-0.298741747781139,-0.75058205817308
